title_a,url_a,words_a,title_b,url_b,words_b,cosine,simhash_hamming,problem_categories,notes
فني تركيب أقمار صناعية بأبها,https://www.rukn-eltatawer.com/sa/satellite-tech-abha/,1739,فني تركيب أقمار صناعية بالدمام,https://www.rukn-eltatawer.com/sa/satellite-tech-dammam/,1740,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الدمام) بعد توحيد اسم المدينة
فني أنظمة صوت منزلية بأبها,https://www.rukn-eltatawer.com/sa/home-audio-tech-abha/,1744,فني أنظمة صوت منزلية بالطائف,https://www.rukn-eltatawer.com/sa/home-audio-tech-taif/,1789,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة عزل حمامات بأبها,https://www.rukn-eltatawer.com/sa/bathroom-insulation-abha/,1730,شركة عزل حمامات بالطائف,https://www.rukn-eltatawer.com/sa/bathroom-insulation-taif/,1746,0.9814,1,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة تركيب فواصل زجاجية وألومنيوم بأبها,https://www.rukn-eltatawer.com/sa/glass-aluminium-partitions-abha/,1842,شركة تركيب فواصل زجاجية وألومنيوم بالرياض,https://www.rukn-eltatawer.com/sa/glass-aluminium-partitions-riyadh/,1840,0.9814,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب شبابيك بأبها,https://www.rukn-eltatawer.com/sa/windows-installation-abha/,1730,شركة تركيب شبابيك بالرياض,https://www.rukn-eltatawer.com/sa/windows-installation-riyadh/,1747,0.9814,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف موكيت بالطائف,https://www.rukn-eltatawer.com/sa/moquette-cleaning-taif/,1742,شركة تنظيف موكيت بالخبر,https://www.rukn-eltatawer.com/sa/moquette-cleaning-khobar/,1719,0.9814,0,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الخبر) بعد توحيد اسم المدينة
شركة تنظيف خزانات مياه بالطائف,https://www.rukn-eltatawer.com/sa/water-tank-cleaning-taif/,1850,شركة تنظيف خزانات مياه بجدة,https://www.rukn-eltatawer.com/sa/water-tank-cleaning-jeddah/,1818,0.9814,7,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب كربستون بالطائف,https://www.rukn-eltatawer.com/sa/kerbstone-taif/,1704,شركة تركيب كربستون بالرياض,https://www.rukn-eltatawer.com/sa/kerbstone-riyadh/,1730,0.9814,3,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب سجاد أرضيات بالطائف,https://www.rukn-eltatawer.com/sa/floor-carpeting-taif/,1759,شركة تركيب سجاد أرضيات بجدة,https://www.rukn-eltatawer.com/sa/floor-carpeting-jeddah/,1764,0.9814,8,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب أسقف مستعارة بالطائف,https://www.rukn-eltatawer.com/sa/suspended-ceiling-taif/,1804,شركة تركيب أسقف مستعارة بالرياض,https://www.rukn-eltatawer.com/sa/suspended-ceiling-riyadh/,1796,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة الحشرات الطائرة بالخبر,https://www.rukn-eltatawer.com/sa/flying-pest-control-khobar/,1731,شركة مكافحة الحشرات الطائرة بالرياض,https://www.rukn-eltatawer.com/sa/flying-pest-control-riyadh/,1773,0.9814,5,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب عشب صناعي بأبها,https://www.rukn-eltatawer.com/sa/artificial-grass-abha/,1756,شركة تركيب عشب صناعي بالرياض,https://www.rukn-eltatawer.com/sa/artificial-grass-riyadh/,1804,0.9814,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة دهان فلل بالخبر,https://www.rukn-eltatawer.com/sa/villa-painting-khobar/,1719,شركة دهان فلل بالرياض,https://www.rukn-eltatawer.com/sa/villa-painting-riyadh/,1760,0.9814,7,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف مسابح بأبها,https://www.rukn-eltatawer.com/sa/pool-cleaning-abha/,1721,شركة تنظيف مسابح بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/pool-cleaning-medina/,1813,0.9814,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تنسيق حدائق بالطائف,https://www.rukn-eltatawer.com/sa/landscaping-taif/,1716,شركة تنسيق حدائق بالرياض,https://www.rukn-eltatawer.com/sa/landscaping-riyadh/,1719,0.9814,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف مسابح بالطائف,https://www.rukn-eltatawer.com/sa/pool-cleaning-taif/,1760,شركة تنظيف مسابح بالرياض,https://www.rukn-eltatawer.com/sa/pool-cleaning-riyadh/,1761,0.9814,2,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف مسابح بالخبر,https://www.rukn-eltatawer.com/sa/pool-cleaning-khobar/,1725,شركة تنظيف مسابح بالدمام,https://www.rukn-eltatawer.com/sa/pool-cleaning-dammam/,1737,0.9814,1,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الدمام) بعد توحيد اسم المدينة
شركة كشف وإصلاح أعطال السباكة بأبها,https://www.rukn-eltatawer.com/sa/plumbing-fault-repair-abha/,1875,شركة كشف وإصلاح أعطال السباكة بالرياض,https://www.rukn-eltatawer.com/sa/plumbing-fault-repair-riyadh/,1870,0.9814,6,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة تكييف مركزي بأبها,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-abha/,1801,شركة صيانة تكييف مركزي بمكة المكرمة,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-mecca/,1885,0.9814,6,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة سباك منازل بالطائف,https://www.rukn-eltatawer.com/sa/home-plumber-elec-taif/,1747,سباك منازل بالدمام,https://www.rukn-eltatawer.com/sa/home-plumber-dammam/,1725,0.9814,2,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الدمام) بعد توحيد اسم المدينة
شركة التعقيم بالبخار بأبها,https://www.rukn-eltatawer.com/sa/steam-disinfection-abha/,1716,شركة التعقيم بالبخار بالطائف,https://www.rukn-eltatawer.com/sa/steam-disinfection-taif/,1714,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة التعقيم بالأوزون بأبها,https://www.rukn-eltatawer.com/sa/ozone-disinfection-abha/,1713,شركة التعقيم بالأوزون بالرياض,https://www.rukn-eltatawer.com/sa/ozone-disinfection-riyadh/,1753,0.9814,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة تكييف مركزي بالطائف,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-taif/,1794,شركة صيانة تكييف مركزي بالرياض,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-riyadh/,1824,0.9814,3,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة النمل الأسود والأحمر بالطائف,https://www.rukn-eltatawer.com/sa/ant-control-taif/,1815,شركة مكافحة النمل الأسود والأحمر بجدة,https://www.rukn-eltatawer.com/sa/ant-control-jeddah/,1839,0.9814,0,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة كهربائي منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-electrician-elec-khobar/,1709,كهربائي منازل بجدة,https://www.rukn-eltatawer.com/sa/home-electrician-jeddah/,1741,0.9814,7,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ جدة) بعد توحيد اسم المدينة
شركة صيانة تكييف مركزي بالدمام,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-dammam/,1814,شركة صيانة تكييف مركزي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/central-ac-maintenance-medina/,1917,0.9814,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بالخبر,https://www.rukn-eltatawer.com/sa/water-leak-detection-khobar/,2219,كشف تسربات المياه في القطيف,https://www.rukn-eltatawer.com/sa/water-leak-detection-qatif/,1877,0.9814,6,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ القطيف) بعد توحيد اسم المدينة
شركة تنظيف وتعقيم شامل بالدمام,https://www.rukn-eltatawer.com/sa/deep-cleaning-dammam/,1822,شركة تنظيف وتعقيم شامل بالرياض,https://www.rukn-eltatawer.com/sa/deep-cleaning-riyadh/,1803,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة غسيل وتنظيف مكيفات بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/ac-cleaning-washing-medina/,1912,شركة غسيل وتنظيف مكيفات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/ac-cleaning-washing-mecca/,1860,0.9814,1,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة كشف تسربات الغاز بالدمام,https://www.rukn-eltatawer.com/sa/gas-leak-detection-dammam/,1934,شركة كشف تسربات الغاز بمكة المكرمة,https://www.rukn-eltatawer.com/sa/gas-leak-detection-mecca/,2031,0.9814,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
كشف تسربات المياه في الأحساء,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-ahsa/,1917,كشف تسربات المياه في شرق جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-east-jeddah/,1936,0.9814,5,duplicate_similar,نسخة مدينة شبه مطابقة (الأحساء ↔ جدة) بعد توحيد اسم المدينة
فني أنظمة صوت منزلية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/home-audio-tech-medina/,1847,فني أنظمة صوت منزلية بأبها,https://www.rukn-eltatawer.com/sa/home-audio-tech-abha/,1744,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة مكافحة بق الفراش بالدمام,https://www.rukn-eltatawer.com/sa/bed-bug-control-dammam/,2108,شركة مكافحة بق الفراش بجدة,https://www.rukn-eltatawer.com/sa/bed-bug-control-jeddah/,2100,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة مكافحة العقارب بالدمام,https://www.rukn-eltatawer.com/sa/scorpion-control-dammam/,1728,شركة مكافحة العقارب بجدة,https://www.rukn-eltatawer.com/sa/scorpion-control-jeddah/,1722,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة صيانة أبواب أوتوماتيكية بالدمام,https://www.rukn-eltatawer.com/sa/automatic-doors-maintenance-dammam/,1748,شركة صيانة أبواب أوتوماتيكية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/automatic-doors-maintenance-mecca/,1848,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة دهانات خارجية بالدمام,https://www.rukn-eltatawer.com/sa/exterior-painting-dammam/,1761,شركة دهانات خارجية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/exterior-painting-mecca/,1810,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تنظيف كراجات ومواقف سيارات بالدمام,https://www.rukn-eltatawer.com/sa/garage-cleaning-dammam/,1844,شركة تنظيف كراجات ومواقف سيارات بجدة,https://www.rukn-eltatawer.com/sa/garage-cleaning-jeddah/,1878,0.9813,1,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تصميم وتنفيذ ديكورات بأبها,https://www.rukn-eltatawer.com/sa/decor-design-abha/,1780,شركة تصميم وتنفيذ ديكورات بالدمام,https://www.rukn-eltatawer.com/sa/decor-design-dammam/,1802,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الدمام) بعد توحيد اسم المدينة
شركة تركيب سجاد أرضيات بالدمام,https://www.rukn-eltatawer.com/sa/floor-carpeting-dammam/,1757,شركة تركيب سجاد أرضيات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/floor-carpeting-mecca/,1829,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب أرضيات فينيل بالدمام,https://www.rukn-eltatawer.com/sa/vinyl-flooring-dammam/,1753,شركة تركيب أرضيات فينيل بالرياض,https://www.rukn-eltatawer.com/sa/vinyl-flooring-riyadh/,1776,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة الوزغ (البرص) بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/lizard-control-medina/,1895,شركة مكافحة الوزغ (البرص) بالرياض,https://www.rukn-eltatawer.com/sa/lizard-control-riyadh/,1825,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة الحشرات الزاحفة بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/crawling-pest-control-medina/,1910,شركة مكافحة الحشرات الزاحفة بالخبر,https://www.rukn-eltatawer.com/sa/crawling-pest-control-khobar/,1822,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الخبر) بعد توحيد اسم المدينة
شركة مكاتب الشحن بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/shipping-offices-medina/,1798,شركة مكاتب الشحن بالطائف,https://www.rukn-eltatawer.com/sa/shipping-offices-taif/,1709,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الطائف) بعد توحيد اسم المدينة
شركة تنظيف مدارس وحضانات بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/school-nursery-cleaning-medina/,1874,شركة تنظيف مدارس وحضانات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/school-nursery-cleaning-mecca/,1865,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تنظيف خزانات ديزل بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/diesel-tank-cleaning-medina/,1936,شركة تنظيف خزانات ديزل بالرياض,https://www.rukn-eltatawer.com/sa/diesel-tank-cleaning-riyadh/,1843,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة تغليف أثاث احترافي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/furniture-packaging-medina/,1868,شركة تغليف أثاث احترافي بالخبر,https://www.rukn-eltatawer.com/sa/furniture-packaging-khobar/,1775,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الخبر) بعد توحيد اسم المدينة
شركة ترميم منازل قديمة بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/old-house-renovation-medina/,1897,شركة ترميم منازل قديمة بأبها,https://www.rukn-eltatawer.com/sa/old-house-renovation-abha/,1786,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة تركيب شبكات ري حديثة بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/modern-irrigation-medina/,1908,شركة تركيب شبكات ري حديثة بجدة,https://www.rukn-eltatawer.com/sa/modern-irrigation-jeddah/,1843,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب شبك طارد للحمام بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/pigeon-net-installation-medina/,1922,شركة تركيب شبك طارد للحمام بجدة,https://www.rukn-eltatawer.com/sa/pigeon-net-installation-jeddah/,1863,0.9813,7,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ جدة) بعد توحيد اسم المدينة
شركة مكافحة الحشرات الطائرة بمكة المكرمة,https://www.rukn-eltatawer.com/sa/flying-pest-control-mecca/,1816,شركة مكافحة الحشرات الطائرة بالرياض,https://www.rukn-eltatawer.com/sa/flying-pest-control-riyadh/,1773,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة البعوض والذباب بمكة المكرمة,https://www.rukn-eltatawer.com/sa/mosquito-fly-control-mecca/,1814,شركة مكافحة البعوض والذباب بالخبر,https://www.rukn-eltatawer.com/sa/mosquito-fly-control-khobar/,1739,0.9813,10,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الخبر) بعد توحيد اسم المدينة
شركة صيانة مبردات مياه بمكة المكرمة,https://www.rukn-eltatawer.com/sa/water-cooler-maintenance-mecca/,1870,شركة صيانة مبردات مياه بأبها,https://www.rukn-eltatawer.com/sa/water-cooler-maintenance-abha/,1798,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ أبها) بعد توحيد اسم المدينة
شركة دهان واجهات خارجية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/exterior-facade-painting-mecca/,1878,شركة دهان واجهات خارجية بالرياض,https://www.rukn-eltatawer.com/sa/exterior-facade-painting-riyadh/,1805,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف موكيت بمكة المكرمة,https://www.rukn-eltatawer.com/sa/moquette-cleaning-mecca/,1810,شركة تنظيف موكيت بجدة,https://www.rukn-eltatawer.com/sa/moquette-cleaning-jeddah/,1732,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب مظلات وسواتر بمكة المكرمة,https://www.rukn-eltatawer.com/sa/shades-sails-mecca/,1841,شركة تركيب مظلات وسواتر بالطائف,https://www.rukn-eltatawer.com/sa/shades-sails-taif/,1777,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الطائف) بعد توحيد اسم المدينة
شركة تركيب فوم للجدران بمكة المكرمة,https://www.rukn-eltatawer.com/sa/wall-foam-mecca/,1915,شركة تركيب فوم للجدران بالرياض,https://www.rukn-eltatawer.com/sa/wall-foam-riyadh/,1893,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب بلاستر بمكة المكرمة,https://www.rukn-eltatawer.com/sa/plastering-mecca/,1791,شركة تركيب بلاستر بالخبر,https://www.rukn-eltatawer.com/sa/plastering-khobar/,1693,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب انترلوك بمكة المكرمة,https://www.rukn-eltatawer.com/sa/interlock-mecca/,1784,شركة تركيب انترلوك بجدة,https://www.rukn-eltatawer.com/sa/interlock-jeddah/,1734,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ جدة) بعد توحيد اسم المدينة
شركة مكافحة الأفاعي بجدة,https://www.rukn-eltatawer.com/sa/snake-control-jeddah/,1702,شركة مكافحة الأفاعي بالخبر,https://www.rukn-eltatawer.com/sa/snake-control-khobar/,1693,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الخبر) بعد توحيد اسم المدينة
شركة صيانة مصاعد بجدة,https://www.rukn-eltatawer.com/sa/elevator-maintenance-jeddah/,1701,شركة صيانة مصاعد بالخبر,https://www.rukn-eltatawer.com/sa/elevator-maintenance-khobar/,1683,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الخبر) بعد توحيد اسم المدينة
شركة عزل مائي بأبها,https://www.rukn-eltatawer.com/sa/waterproofing-abha/,1778,شركة عزل مائي بالخبر,https://www.rukn-eltatawer.com/sa/waterproofing-khobar/,1785,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
شركة تنظيف المداخن والشفاطات بأبها,https://www.rukn-eltatawer.com/sa/chimney-cleaning-abha/,1798,شركة تنظيف المداخن والشفاطات بجدة,https://www.rukn-eltatawer.com/sa/chimney-cleaning-jeddah/,1809,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ جدة) بعد توحيد اسم المدينة
شركة تغليف أثاث احترافي بأبها,https://www.rukn-eltatawer.com/sa/furniture-packaging-abha/,1790,شركة تغليف أثاث احترافي بالرياض,https://www.rukn-eltatawer.com/sa/furniture-packaging-riyadh/,1809,0.9813,1,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب رخام وجرانيت بأبها,https://www.rukn-eltatawer.com/sa/marble-granite-abha/,1746,شركة تركيب رخام وجرانيت بالرياض,https://www.rukn-eltatawer.com/sa/marble-granite-riyadh/,1800,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب أدوات صحية بأبها,https://www.rukn-eltatawer.com/sa/sanitary-fixtures-installation-abha/,1797,شركة تركيب أدوات صحية بجدة,https://www.rukn-eltatawer.com/sa/sanitary-fixtures-installation-jeddah/,1804,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ جدة) بعد توحيد اسم المدينة
شركة مكافحة البراغيث بالطائف,https://www.rukn-eltatawer.com/sa/flea-control-taif/,1716,شركة مكافحة البراغيث بالخبر,https://www.rukn-eltatawer.com/sa/flea-control-khobar/,1701,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الخبر) بعد توحيد اسم المدينة
شركة ترميم وصيانة مباني بالطائف,https://www.rukn-eltatawer.com/sa/building-renovation-taif/,1791,شركة ترميم وصيانة مباني بجدة,https://www.rukn-eltatawer.com/sa/building-renovation-jeddah/,1806,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب أبواب بالطائف,https://www.rukn-eltatawer.com/sa/doors-installation-taif/,1724,شركة تركيب أبواب بجدة,https://www.rukn-eltatawer.com/sa/doors-installation-jeddah/,1735,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
فني أنظمة صوت منزلية بالخبر,https://www.rukn-eltatawer.com/sa/home-audio-tech-khobar/,1757,فني أنظمة صوت منزلية بالرياض,https://www.rukn-eltatawer.com/sa/home-audio-tech-riyadh/,1769,0.9813,7,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف خزانات ديزل بجدة,https://www.rukn-eltatawer.com/sa/diesel-tank-cleaning-jeddah/,1833,شركة تنظيف خزانات ديزل بالرياض,https://www.rukn-eltatawer.com/sa/diesel-tank-cleaning-riyadh/,1843,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
شركة تنسيق حدائق بأبها,https://www.rukn-eltatawer.com/sa/landscaping-abha/,1705,شركة تنسيق حدائق بالرياض,https://www.rukn-eltatawer.com/sa/landscaping-riyadh/,1719,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة تصميم وتنفيذ ديكورات بالخبر,https://www.rukn-eltatawer.com/sa/decor-design-khobar/,1760,شركة تصميم وتنفيذ ديكورات بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/decor-design-medina/,1880,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تركيب جبس بورد بالخبر,https://www.rukn-eltatawer.com/sa/gypsum-board-khobar/,1772,شركة تركيب جبس بورد بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/gypsum-board-medina/,1898,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة بناء حمامات خارجية بجدة,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-jeddah/,1792,شركة بناء حمامات خارجية بالخبر,https://www.rukn-eltatawer.com/sa/outdoor-bathrooms-khobar/,1764,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب انترلوك بالخبر,https://www.rukn-eltatawer.com/sa/interlock-khobar/,1707,شركة تركيب انترلوك بالرياض,https://www.rukn-eltatawer.com/sa/interlock-riyadh/,1735,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة الأجهزة الكهربائية بأبها,https://www.rukn-eltatawer.com/sa/appliance-maintenance-abha/,1783,شركة صيانة الأجهزة الكهربائية بجدة,https://www.rukn-eltatawer.com/sa/appliance-maintenance-jeddah/,1777,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ جدة) بعد توحيد اسم المدينة
شركة كشف أعطال كهرباء بالطائف,https://www.rukn-eltatawer.com/sa/electrical-fault-detection-taif/,1791,شركة كشف أعطال كهرباء بالرياض,https://www.rukn-eltatawer.com/sa/electrical-fault-detection-riyadh/,1784,0.9813,1,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة قص عشب طبيعي بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/natural-grass-cutting-medina/,1844,شركة قص عشب طبيعي بجدة,https://www.rukn-eltatawer.com/sa/natural-grass-cutting-jeddah/,1777,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ جدة) بعد توحيد اسم المدينة
شركة تنظيف وتزيين الحدائق بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/garden-cleaning-medina/,1912,شركة تنظيف وتزيين الحدائق بالرياض,https://www.rukn-eltatawer.com/sa/garden-cleaning-riyadh/,1818,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب سخانات مياه بأبها,https://www.rukn-eltatawer.com/sa/water-heater-installation-abha/,1796,شركة تركيب سخانات مياه بالخبر,https://www.rukn-eltatawer.com/sa/water-heater-installation-khobar/,1800,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
